episode,steps,return,success,target,start_bin,delivered_bin,designer_bonus,intervention_kind,interventions_total,wallclock_s,global_step
383,300,-45.967,0,B,,0,0.0,,79,1570.1,90206
384,300,-40.553,0,B,,17,0.0,,79,1575.1,90506
385,300,-35.428,0,B,,1,0.0,,79,1580.4,90806
386,300,-37.348,0,B,,9,0.0,,79,1585.6,91106
387,300,-41.123,0,B,,9,0.0,,79,1590.8,91406
388,300,-47.639,0,B,,16,0.0,,79,1595.9,91706
389,300,-34.227,0,B,,18,0.0,,79,1601.1,92006
390,300,-45.369,0,B,,17,0.0,,79,1606.3,92306
391,300,-43.102,0,B,,1,0.0,,79,1611.3,92606
392,300,-41.226,0,B,,1,0.0,,79,1616.5,92906
393,300,-37.008,0,B,,3,0.0,,79,1621.8,93206
394,300,-50.551,0,B,,24,0.0,,79,1627.0,93506
395,300,-51.244,0,B,,8,0.0,,79,1632.2,93806
396,300,-29.768,0,B,,19,0.0,,79,1637.3,94106
397,300,-33.359,0,B,,26,0.0,,79,1642.9,94406
398,300,-60.002,0,B,,16,0.0,,79,1648.8,94706
399,300,-48.093,0,B,,8,0.0,,79,1654.0,95006
400,300,-34.509,0,B,,18,0.0,,79,1659.1,95306
401,300,-65.421,0,B,,8,0.0,,79,1664.3,95606
402,300,-62.74,0,B,,8,0.0,,79,1669.3,95906
403,300,-56.842,0,B,,8,0.0,,79,1674.4,96206
404,300,-43.733,0,B,,9,0.0,,79,1679.5,96506
405,300,-44.294,0,B,,9,0.0,,79,1684.9,96806
406,300,-34.035,0,B,,10,0.0,,79,1690.2,97106
407,113,-15.171,0,B,,1,0.0,escape,80,1692.2,97219
408,300,-37.439,0,B,,19,0.0,,80,1697.3,97519
409,26,9.332,1,B,,11,0.0,,80,1697.7,97545
410,300,-53.345,0,B,,16,0.0,,80,1702.9,97845
411,218,-20.46,1,B,,4,0.0,,80,1706.6,98063
412,300,-34.703,0,B,,19,0.0,,80,1711.7,98363
413,27,9.528,1,B,,11,0.0,,80,1712.2,98390
414,25,9.031,1,B,,20,0.0,,80,1712.6,98415
415,213,-31.644,0,B,,24,0.0,escape,81,1716.4,98628
416,300,-35.17,0,B,,18,0.0,,81,1721.6,98928
417,300,-33.636,0,B,,11,0.0,,81,1726.9,99228
418,29,6.45,1,B,,19,0.0,,81,1727.5,99257
419,30,-4.623,0,B,,9,0.0,escape,82,1728.0,99287
420,20,-3.624,0,B,,1,0.0,escape,83,1728.3,99307
421,25,-3.791,0,B,,17,0.0,escape,84,1728.8,99332
422,28,9.238,1,B,,19,0.0,,84,1729.3,99360
423,23,-3.126,0,B,,9,0.0,escape,85,1729.7,99383
424,33,7.176,1,B,,28,0.0,,85,1730.2,99416
425,40,8.127,1,B,,4,0.0,,85,1730.9,99456
426,300,-76.701,0,B,,9,0.0,,85,1736.2,99756
427,29,9.366,1,B,,19,0.0,,85,1736.7,99785
428,300,-58.278,0,B,,25,0.0,,85,1754.7,100085
429,300,-38.298,0,B,,17,0.0,,85,1760.1,100385
430,300,-45.017,0,B,,17,0.0,,85,1765.3,100685
431,30,8.774,1,B,,11,0.0,,85,1765.8,100715
432,26,-4.556,0,B,,17,0.0,escape,86,1766.3,100741
433,300,-69.595,0,B,,9,0.0,,86,1771.6,101041
434,300,-63.156,0,B,,16,0.0,,86,1776.8,101341
435,55,-5.222,0,B,,17,0.0,escape,87,1777.8,101396
436,300,-68.293,0,B,,9,0.0,,87,1783.1,101696
437,24,-4.36,0,B,,17,0.0,escape,88,1783.5,101720
438,300,-72.427,0,B,,16,0.0,,88,1788.7,102020
439,287,-42.614,0,B,,9,0.0,escape,89,1793.6,102307
440,132,-17.838,0,B,,9,0.0,escape,90,1795.9,102439
441,67,-9.434,0,B,,24,0.0,escape,91,1797.0,102506
442,300,-41.75,0,B,,18,0.0,,91,1802.1,102806
443,300,-68.577,0,B,,16,0.0,,91,1807.2,103106
444,300,-94.904,0,B,,16,0.0,,91,1812.6,103406
445,300,-41.941,0,B,,9,0.0,,91,1817.9,103706
446,300,-66.463,0,B,,24,0.0,,91,1823.1,104006
447,300,-69.008,0,B,,8,0.0,,91,1828.2,104306
